# x,y,z,data
4.702435373982719824e+00,3.235118751855650565e+00,-2.351324342999616235e+00,-7.005447532853870118e-01
4.640593908377244503e+00,5.795968933092645159e+00,-3.431202214214134738e+00,8.446591191512733410e-01
5.420769018096835978e+00,-3.212562860327224712e+00,-2.166449962830886200e+00,-4.249982068498678323e-01
5.547316998632815910e+00,5.641316307448414946e+00,-3.714503746229198988e+00,4.517943367630997131e-01
3.663853127228618778e+00,5.925447843025478889e+00,-3.874146797394676156e+00,3.473929452943813612e-01
3.145504320437259693e+00,5.364004708581919800e+00,-3.451377561206167233e+00,2.259385925638588387e-03
5.423689402544244587e+00,1.777057960446303042e+00,-2.349516168357787205e+00,-1.089658108575423806e-01
3.711499843366797613e+00,3.211919948484450948e+00,-2.415305699800860850e+00,-4.023978161016069643e-01
3.818547675394946772e+00,-1.393134049009989717e-01,-2.194552189518815144e+00,3.623408805065319038e-01
5.564167117850734812e+00,2.882568823371273403e+00,-3.793957096654691163e+00,-5.059334817145634267e-01
5.747176166826408306e+00,4.037535469690363144e+00,-1.113573406088375961e+00,1.408613942632149230e-01
3.398208709222129364e+00,3.988795909853055655e+00,-1.411625191549779501e+00,2.663466951966250024e-02
4.824374493306235578e+00,-5.984983292341183869e-01,-3.537306385964706035e+00,7.575614430540147382e-01
3.168783002994071119e+00,-3.048437714460718873e+00,-2.213525801775876545e+00,-1.622475851731826346e-02
4.021620694994351375e+00,-1.609478142297740888e+00,-3.360705034063332874e+00,-2.909417717764136921e-02
4.760903086263234663e+00,2.400238083542463485e+00,-1.000866980438530618e+00,3.974959426950687158e-01
4.358675448202978586e+00,-2.226547845106060297e+00,-2.353323005203512785e+00,-4.033068480765074071e-01
4.735124159681527445e+00,-8.366226563671803618e-01,-3.283828434939927821e+00,6.630368259738402825e-01
4.702191330802349079e+00,-3.860536396727732633e+00,-3.974217219336684703e+00,-5.063597322902717579e-01
5.513185208072226118e+00,5.844829684262149883e+00,-3.804504517575440392e+00,4.968175625509578808e-01
5.477816960491812992e+00,-1.097220816229436124e-01,-1.337933840200621560e+00,-1.653998073038114858e-01
3.030218371787468890e+00,-1.895537914668904200e+00,-2.542816789638380648e+00,2.929261703956137497e-02
5.425857159375378380e+00,-9.103657388172856635e-01,-1.133466573356495921e+00,-1.964433903335889298e-01
5.825649330545287441e+00,5.058990279630361186e+00,-3.501452371461630797e+00,1.404481859158062951e-01
3.754169415152377010e+00,3.925757627984423515e+00,-2.606752936553470512e+00,-3.502242092704249132e-01
5.153481339017540463e+00,4.012854355859049704e+00,-3.770657350191335411e+00,-4.707825205949714431e-01
3.124964001749479969e+00,4.475203962232502164e+00,-3.820925922551571041e+00,3.039622333730512913e-03
4.528301954839786703e+00,5.184667477146600589e-01,-3.812855695823609725e+00,6.686383995836439054e-01
4.016987090376539449e+00,4.799156801054854427e+00,-2.386869896327880713e+00,4.846924100882771258e-02
4.713309855249054436e+00,4.981636606144181911e-01,-3.313280999553988693e+00,8.655457197477953724e-01
5.112796887450580030e+00,4.388810382682803990e+00,-3.356857355818151145e+00,-2.860532571155472992e-01
5.801035812468174235e+00,1.685736364496277950e+00,-1.494925244503858774e+00,4.030852943437355715e-03
5.683266831864492552e+00,5.260942802047161138e+00,-1.081337142468734580e+00,-1.384116961939761414e-01
3.173818378017954522e+00,5.580102658120393855e+00,-3.620865546315065853e+00,2.180989465211153819e-02
5.263837000339607997e+00,3.415284522985217563e+00,-1.289460774411200550e+00,2.276816069429124789e-01
5.815404878657152388e+00,-3.171054361879794392e+00,-2.472078249361123525e+00,-3.534125982839104174e-01
3.325224146526074787e+00,5.565185649618182850e-01,-2.573276244197146845e+00,1.306745192632003116e-01
4.959465133993356645e+00,-1.990199021539971191e-01,-3.261221868762974374e+00,9.436987105722144387e-01
4.516316805385855560e+00,3.496359067653431296e+00,-1.791737024310366966e+00,-2.015631923986889174e-01
4.789794478412999545e+00,-2.009118677966349242e+00,-3.981660973844568741e+00,-2.824154752668723845e-01
3.032831023112411817e+00,7.676832798426902471e-01,-1.480387243678920051e+00,7.051527247512202716e-03
5.029984065690050521e+00,-2.125150009742489132e-01,-2.688368224732704537e+00,8.348644524955761703e-01
5.108909097978686198e+00,5.421740793031926131e-01,-2.152151475824104043e+00,4.339035352162762815e-01
4.919348298306419842e+00,3.744066621813013640e+00,-1.892985033429464448e+00,-2.553265460416500598e-01
3.713363530492097109e+00,3.816463847852427094e+00,-3.084954435292224684e+00,-4.218238529343420473e-01
3.822836363342434485e+00,-2.943373582975243430e+00,-1.603834957658944571e+00,-2.039527110763019249e-02
3.390020270031660399e+00,5.075071420635397956e+00,-1.798210243665442132e+00,1.966771841904834534e-02
5.750212187050260937e+00,4.216359189795168660e+00,-2.394319895471106019e+00,-1.773874554562298866e-01
3.988412873125809277e+00,-9.286118605234725543e-01,-1.657257501383165632e+00,3.874830497911565391e-02
4.599227836587955309e+00,-1.755395627908168166e+00,-1.978367326273437588e+00,-7.229134411278938244e-02
3.654226728725497253e+00,5.164636581798751180e+00,-2.811867540606352467e+00,2.027858298957498084e-01
3.466135958741910716e+00,-2.449769407244822617e+00,-1.308959460952348941e+00,6.356483924804447183e-02
3.620982628541744131e+00,-8.845618680654552257e-01,-3.501720612364226604e+00,2.735059936133623637e-01
4.659440057487945097e+00,3.690840820503169972e+00,-1.475371732511783662e+00,8.115192805181498104e-02
3.387859315186020570e+00,2.817713158287022068e+00,-2.043576327276273030e+00,-1.052389996946739847e-01
4.745853959201291161e+00,1.293840011333391438e+00,-1.336952067066164762e+00,-6.332323237154052764e-02
4.146726669798756149e+00,2.856632447283964815e+00,-1.741646410883299190e+00,-1.377483020388315105e-01
5.860096212664248405e+00,4.974284532664464464e+00,-1.703664541161073576e+00,1.408287857850316384e-02
4.188823626351423357e+00,1.136311617985804823e+00,-3.102373662899249318e+00,3.642740731673948518e-01
5.278042550572369151e+00,2.453365668454365434e+00,-1.010178800781135422e+00,3.467102706324554640e-01
5.361028049509999782e+00,-7.721327402553512798e-01,-2.063366110007165410e+00,2.699849381039886587e-01
3.933349192343067902e+00,5.495320455955303274e+00,-3.149061094413136974e+00,5.019123704829784316e-01
5.583855279851873021e+00,-1.319740151788244553e+00,-3.369999889399585058e+00,1.557605977660199426e-01
4.560064708161991831e+00,-8.114658933848226674e-01,-3.881339129381171205e+00,5.026180313790237220e-01
4.024633961143146976e+00,2.652743229988264950e+00,-3.442749727416504868e+00,-6.514708656426457800e-01
5.153237524625090771e+00,-3.094849334415035180e+00,-1.403096204791630441e+00,1.507915183145130678e-01
4.159609316635100029e+00,3.018451854102742082e+00,-3.088271732880772280e+00,-8.434234321571687509e-01
4.977392267766875378e+00,-8.651145290016502010e-01,-1.848988271476335488e+00,1.718867052337202661e-01
5.384906132569873272e+00,-1.431132985846971906e+00,-2.777380685097619484e+00,1.017544964288305542e-01
5.439773887726505386e+00,-2.480269810998807500e+00,-3.829834928577044550e+00,-4.552708178854214527e-01
4.293584825004280958e+00,3.002707820258869731e+00,-1.252219441712604908e+00,2.833907149504430456e-01
5.023942333304557195e+00,2.570156845805911416e+00,-2.403650203907522265e+00,-5.923513212918417592e-01
4.356918311763365637e+00,-1.952748410940894352e-01,-3.501801381489111353e+00,8.606442303995125442e-01
4.481014353041497422e+00,3.378943527300762639e+00,-2.170305698866682675e+00,-5.338044527169427678e-01
5.975395807658625102e+00,2.804557557719730809e+00,-2.235102153383228707e+00,-1.762661785463797426e-01
3.482297117077246096e+00,-1.230793477604346986e+00,-3.898112516590999999e+00,8.103950216941974150e-02
5.771774454166124890e+00,-1.271860332587491094e+00,-1.741451399963684032e+00,2.447771211262063026e-02
3.073200442366846197e+00,4.953393356934210345e+00,-1.547676685234913307e+00,3.770708797012849276e-04
3.864418889070894814e+00,-3.535831598169911771e-01,-1.881950694892075227e+00,1.899968316236117227e-01
5.526365120733050418e+00,-1.241415170035710780e+00,-2.674019482288550797e+00,1.982520673007052703e-01
4.187869337116226554e+00,-1.927252517179435021e+00,-2.941761319191451562e+00,-2.960327894662728165e-01
5.380304457836888155e+00,-2.293822001144231848e+00,-1.435669518943953893e+00,6.998170441209632109e-02
4.291019147573928549e+00,3.327180097890107824e+00,-3.792707393073586619e+00,-7.133698968114547956e-01
5.090464488239311081e+00,-3.226457594281509689e+00,-1.812463698657903688e+00,-2.216197268904837037e-01
4.888204717952103096e+00,-2.266637329164709058e+00,-1.194459692363604830e+00,2.319573722165159391e-01
3.843350838119639512e+00,2.710494139224582710e+00,-2.905998482110942582e+00,-5.702957379433947205e-01
5.531173357890434517e+00,2.318228497582218495e+00,-2.783443221756652264e+00,-4.348846450439646794e-01
5.379372052820412975e+00,-3.236309371690979653e+00,-2.733579549549272514e+00,-7.179623417891720649e-01
4.036490962122634585e+00,-2.356250157670990220e+00,-1.725445464503217785e+00,-8.497668080006401392e-02
3.306986141321456518e+00,-1.909646080233974086e+00,-3.633677095288077918e+00,-4.823354741995249800e-02
5.794194126482604013e+00,4.368594260849716804e+00,-2.643036626911634102e+00,-1.390571802816185920e-01
4.428537094517256634e+00,2.778327711203253614e+00,-2.010072926372148849e+00,-3.816237907774749916e-01
5.077316181699524478e+00,4.264051841781647312e+00,-2.589500500868433974e+00,-3.447637948685807197e-01
4.269153802752295945e+00,1.638282949649346065e+00,-3.504771292832665974e+00,-5.694544542878715587e-02
4.584760366722530733e+00,-1.681571742827139282e+00,-2.207281001786221886e+00,-6.517281428753135541e-02
5.476917494457329560e+00,2.394584648028418528e+00,-1.090766567165970535e+00,2.445425943259092738e-01
3.730445875442779169e+00,5.531420524757617585e-01,-3.570544522365127094e+00,4.297691416493877314e-01
5.515785652566891351e+00,2.044813243386967017e+00,-2.308670025574858009e+00,-2.131887713777205762e-01
4.380903809454115283e+00,-8.449726570032543016e-01,-1.272469891966097499e+00,-1.844698353446010408e-01
5.429057412651189019e+00,4.044504207791312922e-01,-3.297814199603307017e+00,6.847236339273266026e-01
3.275479534903009693e+00,3.444238685877364148e+00,-2.046514254131285071e+00,-5.835558452491367704e-02
3.620204845947166739e+00,3.502916319796169020e+00,-1.049987932787137535e+00,2.143631180257116187e-01
5.053097533197528968e+00,1.730878555840495103e+00,-1.146552228656623651e+00,6.184228021659710084e-02
5.818391546238007805e+00,1.569362715600327363e+00,-1.695138965204700199e+00,7.969677238059489754e-05
5.154023326456023568e+00,3.074159810668452231e+00,-3.436198376976173474e+00,-8.631385272554080723e-01
5.230620620798494436e+00,-3.936229114106749361e+00,-2.082671347851499988e+00,-2.980806339539869287e-01
4.847902172057421133e+00,3.397487898391053918e-01,-3.604079363507594280e+00,8.360534866007549581e-01
3.019232889415225607e+00,4.950261990638573195e+00,-3.747041966957957548e+00,-2.364820387629233342e-02
3.248272146737081201e+00,5.934673915125870280e+00,-3.177022050568790501e+00,1.000132722032806842e-01
3.320968033922274021e+00,5.969566963766776979e-01,-1.536479303754089809e+00,-5.062763092963977300e-03
3.388706737095962040e+00,-5.308114417235185734e-01,-1.132726402411069255e+00,-8.948254911681741142e-02
5.323634728525741266e+00,4.158455857916813159e+00,-3.289727499239233577e+00,-4.260708754194404424e-01
3.720455782696466152e+00,-7.895513475190458763e-01,-2.520391747378760261e+00,3.132604142313877293e-01
3.486111599932787186e+00,2.006928206918446200e+00,-1.660576528328355117e+00,-1.279222450272189324e-02
5.424877852350500795e+00,2.151954523205330538e+00,-2.971007778117493725e+00,-4.094130528688232351e-01
5.522224047252973556e+00,2.251790578458510161e+00,-2.240929215418341336e+00,-2.696524000060087634e-01
5.795764027037672683e+00,2.492298554573578073e+00,-2.528025617590428986e+00,-3.050014111014039409e-01
4.556170373988503997e+00,3.205979685119615397e+00,-1.766745200662156456e+00,-1.919279189062324531e-01
3.077936097413006333e+00,4.073446342416691124e-01,-3.153617880207320034e+00,-5.840423636363820115e-02
3.037093978977527975e+00,-2.568857517126179602e+00,-1.393376697209137483e+00,-1.547170798296824620e-02
5.736429202417621553e+00,1.908689626684971330e+00,-1.801930438777136878e+00,-3.948296784219908206e-02
5.837806456582511849e+00,-3.526214938798944765e+00,-2.078586045891833489e+00,-1.941709249999083731e-01
3.709840539317153407e+00,2.581081464893508759e+00,-3.937593111371987753e+00,-3.188706356621063276e-01
3.352604520158298573e+00,1.097582387320992225e+00,-2.570477775167012702e+00,8.030739900802871811e-02
4.087969071092103057e+00,-3.287295330503673174e+00,-2.217531626420659929e+00,-4.836979235986591519e-01
3.262973647785428533e+00,1.841052977710983640e+00,-2.836411607044003524e+00,-3.083290260170384184e-02
3.319774122681313777e+00,4.987228208423100995e+00,-1.108848274389493405e+00,-2.143853277582259687e-02
5.679116719907431943e+00,-1.064431861473723373e+00,-2.194810261482968539e+00,1.609613969810290424e-01
4.537162937971997323e+00,2.160166537520605168e+00,-1.209022622627909715e+00,1.937171568137003308e-01
5.242317490259495116e+00,2.042041685373855664e+00,-3.330594852465118105e+00,-3.847517759901999956e-01
4.993267981532444111e+00,-2.268983904166243626e+00,-3.328156671786363763e+00,-6.069215945669521606e-01
5.832148024758819993e+00,4.022834638496231463e+00,-1.399005769284479950e+00,4.740633572435546533e-02
4.717475374233202956e+00,1.932932157620459890e+00,-2.027746782897093425e+00,-1.563077179575988185e-01
5.372503857243580150e+00,-3.534282645859215588e+00,-3.739782689119084402e+00,-6.030709244003784608e-01
5.091339635602750491e+00,3.240120182520708880e+00,-2.532139185722057650e+00,-7.580928968581301941e-01
4.949128460401929885e+00,-1.047258536022020792e+00,-2.775015655158399319e+00,4.537124186362400668e-01
4.449393647378451888e+00,3.035362530970700412e+00,-1.184411215196630174e+00,3.618337313935741095e-01
3.686345710707956691e+00,2.828483141319786398e-01,-3.738017791365392917e+00,4.117017314380853055e-01
5.336822287181444580e+00,3.480429621672120888e+00,-1.309580398126334533e+00,1.976082378013073459e-01
4.068387886633855643e+00,2.879129485538621580e+00,-1.721381139164591456e+00,-1.158596148549713434e-01
4.115390761373491912e+00,6.376127844717771609e-01,-3.000442203265431651e+00,6.579229561899679890e-01
3.525097358408943560e+00,2.536694409914765913e+00,-1.570457277596442047e+00,1.043524357127048412e-04
4.698472071554632201e+00,-5.233814041280657747e-01,-1.251422223000131506e+00,-2.719158372620746333e-01
4.829355371339401515e+00,2.173550463448230552e+00,-1.159566456716502714e+00,2.250678313881734616e-01
3.126945329145250252e+00,4.048826253835375866e+00,-2.480789238046236189e+00,7.122363783775099988e-03
4.975493097539255061e+00,4.852149595529635207e+00,-2.869826489954176552e+00,1.295753470514612593e-01
4.073480975311007057e+00,2.897696380019419315e+00,-3.584832289191253629e+00,-7.037135772297398173e-01
3.262455614273035209e+00,-2.392872842659521382e-02,-3.320876228910089267e+00,1.186024397925384555e-01
4.424070641205141818e+00,5.057912199493165062e+00,-1.731171869073897973e+00,5.185245017516693783e-02
3.409637780865992340e+00,-5.871205687711951171e-01,-3.557833540673287942e+00,2.016684835097312667e-01
5.083998639573994005e+00,3.568912447670581578e+00,-3.273268581994464910e+00,-8.406208370389537388e-01
3.029474029377904554e+00,3.496689308614673308e+00,-3.633583754346563666e+00,9.246155013453817573e-02
5.529343456411899282e+00,1.456967418399121250e+00,-3.681346547206078235e+00,6.668936253360652211e-02
4.899312543689526400e+00,3.879646623116999038e+00,-1.152040863456761155e+00,2.955718999464712060e-01
4.909921796127649785e+00,3.986022229602223632e+00,-1.149575642124018859e+00,2.662765910959923876e-01
3.721770077937516685e+00,-1.255130872781191620e+00,-3.619484489481180844e+00,1.511137909522367040e-01
5.980440114086336578e+00,-2.660543614445300520e+00,-2.294183491937617170e+00,-1.749510971074824672e-01
5.684597097853147929e+00,4.232242495160649653e+00,-2.028683351177654970e+00,-1.150555570381253667e-01
3.453360295495476517e+00,-2.778675861901889199e+00,-1.647365386951492372e+00,-2.193565074729618772e-02
3.547534501281583097e+00,-1.590401209910945468e+00,-1.370137360429026341e+00,1.542930912248666447e-03
5.639455860693241007e+00,-2.708030149454973667e+00,-1.572223540909646111e+00,-7.773328783115824713e-04
4.440256451678690652e+00,5.716618810444106913e+00,-3.163502091764200941e+00,8.125037403299001371e-01
5.747411802951422288e+00,-7.560514838968077633e-01,-1.498623513895143589e+00,-2.678309929625121918e-02
5.247284597614222612e+00,1.354087772227788200e+00,-2.798829496925381743e+00,1.742226971328502405e-01
4.094117674139704732e+00,3.739484672502868534e-01,-1.326073158506593686e+00,-1.837915011916299024e-01
3.237428192686374384e+00,-2.132020978803451428e+00,-3.628183628748120615e+00,-4.501678338827010822e-02
4.410027054675508928e+00,3.963406950123268047e+00,-3.606799496352822043e+00,-5.809285392068523901e-01
4.504696216828211419e+00,4.088856800592308716e+00,-2.604599031495618888e+00,-4.909394067192777711e-01
3.643099195987368866e+00,-2.448298641800739084e+00,-1.584250623802973656e+00,-4.974768232259431378e-03
3.807703833092577206e+00,5.378887187700964745e-01,-2.102377759947143154e+00,2.689982741593541227e-01
4.346768403006804782e+00,-3.821741408603598344e+00,-3.644650885774244120e+00,-6.361358357844340006e-01
4.152436569670888034e+00,-2.060450511022934084e+00,-3.488431073249465442e+00,-3.747640884355022961e-01
5.448140516491619678e+00,3.196942991809843981e+00,-3.570231989353838564e+00,-6.732277483397759443e-01
3.456056803644672826e+00,-2.307531069211750108e+00,-1.337942180638597822e+00,4.795446872431575330e-02
4.579780163009924188e+00,-7.496379902719061405e-01,-3.493141826907708580e+00,6.811375440025420058e-01
3.011395899881522453e+00,4.857276349789085401e+00,-3.544996561427454118e+00,-1.724022330569445829e-02
3.363192964891085435e+00,4.218206498051438658e+00,-3.951164692237362885e+00,-7.191222288044898936e-02
4.301533913127123299e+00,1.407643662262024087e+00,-1.032250550588654558e+00,-7.637537469725705352e-02
4.228689156062367616e+00,5.451900083598175684e+00,-1.719572585866190551e+00,8.843493529143123255e-02
4.235083932813440200e+00,-1.948783139734455716e-03,-2.249190321678215199e+00,5.574057144309128020e-01
5.694313387666088744e+00,4.927197979238901127e+00,-2.820504018379619282e+00,1.123436295713880068e-01
3.871475845714867248e+00,3.509481391577338627e+00,-1.003468694908485226e+00,3.343404330871989627e-01
3.351416300371790502e+00,-1.820260024442040603e+00,-1.857991488973473881e+00,-1.456622246375142982e-02
3.209154559999616740e+00,-1.520000761124582489e+00,-1.658632140075329442e+00,3.006931369800088134e-04
5.829091429902875099e+00,3.858284883892379113e+00,-2.175594105624965025e+00,-1.880534623552737594e-01
5.158573027633231334e+00,5.087145552165653228e+00,-1.379022980644448282e+00,-6.293808004173255533e-02
3.555541403683737833e+00,-3.432202396941120615e+00,-3.961699155167231368e+00,-2.628721330564736669e-01
4.104345159934608134e+00,2.746035567574853786e+00,-2.077986651317366373e+00,-3.678814671257596980e-01
3.207649163114121738e+00,4.121569996316193141e+00,-3.864279242640735301e+00,-2.757824967932223648e-02
5.926998126445942816e+00,1.546390085897579425e+00,-2.657424844354236093e+00,7.531609628674852501e-03
4.878645577389730370e+00,5.342762751563810752e+00,-1.131705293980297622e+00,-2.471285130692291443e-01
3.919228344772215600e+00,7.264222214766036245e-01,-3.218261175400410679e+00,5.229417366119328836e-01
5.874508290817173517e+00,-2.776687677858319159e+00,-2.920231526770866282e+00,-3.621719912577928135e-01
4.232195461409382631e+00,4.694409068791063788e+00,-3.066758487148758761e+00,-1.590099595211744848e-02
3.926192573937152819e+00,4.762710113326493300e+00,-2.859502227367435090e+00,3.413434025402989347e-02
4.249401076743409611e+00,4.960615264853888817e+00,-2.903812009015485085e+00,2.136347364946307448e-01
3.425282871028151988e+00,1.290160221743798630e+00,-3.443548164683219781e+00,7.401571880159617256e-02
5.125693873774785025e+00,1.982367492675798815e+00,-1.480628149006486538e+00,3.298971700546967506e-02
5.347858925822304599e+00,2.375435414308220139e+00,-3.379224510705746365e+00,-5.636212264205455735e-01
3.155202163363627577e+00,3.000625107614796505e+00,-1.867248061086114852e+00,-3.936167912677794416e-03
5.282105634882062084e+00,1.022719699502662394e+00,-2.693502351576960496e+00,3.954342116135651231e-01
5.567991414169493503e+00,4.231372733238423223e+00,-1.496922032262511859e+00,2.239374607568826378e-02
3.507594915398128066e+00,4.145503744512293309e+00,-2.079384464033485980e+00,-9.358440504226332723e-02
4.930279170246884668e+00,-1.626437487049406716e+00,-1.775442450637053859e+00,-1.103438241091635359e-02
3.404086570423144664e+00,3.453863814542916799e+00,-3.190812555899609215e+00,-2.466414116541450485e-01
3.802718265216081583e+00,-2.313301911990421900e+00,-1.329524454450911719e+00,9.919538471119994372e-02
5.727147662055992683e+00,6.396498604825344714e-01,-3.865270676269160433e+00,3.173428532057820939e-01
3.823837189310169915e+00,1.559914215312913299e+00,-1.700580840806201532e+00,8.880102266001943957e-04
4.165180350975737689e+00,4.429586272325579444e+00,-1.641169096507928415e+00,-1.675610327674204730e-02
3.307682450921278772e+00,-3.801884493404230625e+00,-3.566505713636534125e+00,-1.189659671263466889e-01
5.302285728188014247e+00,-1.986565408711619796e+00,-2.332838217551300275e+00,-2.317223020901712782e-01
4.391843569268329972e+00,-1.783945726519515773e+00,-1.757677815410516597e+00,-3.730107618420695076e-02
5.143035446299898616e+00,1.427163034354528293e+00,-1.767743586237249698e+00,2.545178034278504364e-02
5.205139358946880179e+00,3.957127458305154555e+00,-1.950845824784416038e+00,-2.240381927634798598e-01
5.089821787157903898e+00,2.102834111429239705e+00,-3.031877829108827083e+00,-4.687487891716902166e-01
4.560411340422399817e+00,4.027743864887236569e+00,-2.444862975120507098e+00,-4.794240586162735740e-01
3.348386397277742788e+00,1.662619348866305913e+00,-1.394353557551681888e+00,3.304660616257179030e-03
5.609458673685232100e+00,-9.689775179285406992e-01,-3.411309129761517234e+00,3.404478585959149761e-01
3.368588165233176834e+00,-2.435512368221179891e+00,-1.554257872839011512e+00,2.831980092535003098e-03
3.077312784749660413e+00,-3.468565241772798124e+00,-1.170350740195916561e+00,-2.371419528886383257e-02
4.333721963015023881e+00,4.198641448972875168e+00,-1.792706925467642876e+00,-1.005013441643949762e-01
4.275364079306442022e+00,2.377711914263536563e+00,-3.772583881257628668e+00,-5.282979408287846734e-01
5.319912777543391869e+00,3.614708086464057502e+00,-2.767660258581648769e+00,-6.803679709678162046e-01
4.234625933737580894e+00,-3.785995153679833081e-01,-2.745592985192459423e+00,7.612822403976042818e-01
4.280127787196881251e+00,-2.957226954276963582e+00,-2.867969540470394652e+00,-8.594247759006017340e-01
5.042701420220218722e+00,-2.673389398578903453e+00,-2.843931996613366930e+00,-8.070185521885836488e-01
5.572472132996383110e+00,8.809648241793262002e-01,-3.876660053279014306e+00,3.079714182659784583e-01
4.027130820112650333e+00,9.100194940673453914e-01,-2.434519443583663900e+00,3.612666009196874306e-01
4.654906141611442116e+00,2.700213366893889244e+00,-1.235740777885727670e+00,2.968173942614748539e-01
3.779848311309640607e+00,-1.425544187615011005e+00,-3.338547360916075846e+00,8.456936143404966688e-02
4.266964529575965948e+00,1.900740571509262011e+00,-2.339626727229110692e+00,-2.032888926276951724e-01
5.515375079054334329e+00,-1.363449548474914064e+00,-1.208147982106169138e+00,-5.072428657189963913e-02
4.527614945765842336e+00,4.952368292214860190e+00,-1.047406510945834146e+00,-1.167760422568551726e-01
3.078244066188646322e+00,-1.892153688497010045e+00,-3.119750616875438975e+00,1.999080111844665775e-02
3.853713117186143400e+00,4.111203721559208546e+00,-3.581850009621363018e+00,-3.343549234313733520e-01
4.905336374403072242e+00,-3.023386233886516727e+00,-1.810653356997944829e+00,-2.315283437530710198e-01
3.734050199074280485e+00,1.335215931210598228e+00,-2.802670880072403392e+00,1.229207386358350251e-01
